,Configuration,Scale,trial,session_num,user,visits,perc_error,duration,Session,accuracy,age,gender,gaming_habits,route_planning,route_optimizations,GPS_usage,transitions_lenght,transitions_error
355,C3,S2,2,12,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.8652053636486826,62.22499999999991,C3_S2,100.0,36,male,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
356,C3,S2,3,12,Christoer,1-10-9-8-7-6-5-4-3-2-1,3.3067316882371243,61.0920000000001,C3_S2,100.0,36,male,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
357,C3,S2,4,12,Christoer,1-10-9-8-7-6-5-4-3-2-1,1.7450784327950857,62.40800000000036,C3_S2,100.0,36,male,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
358,C3,S2,5,12,Christoer,1-10-9-8-7-6-5-4-3-2-1,2.0359406099872768,51.06799999999976,C3_S2,100.0,36,male,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
359,C3,S2,6,12,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.4584840847509369,60.875,C3_S2,100.0,36,male,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
360,C3,S3,1,11,Christoer,1-10-9-8-7-6-5-4-3-2-1,1.1381524725560892,108.414,C3_S3,100.0,36,male,4.0,4.0,4.0,2.0,487.04730642825336,2.3342052449757914e-14
361,C3,S3,2,11,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.1342716165844287,85.7360000000001,C3_S3,100.0,36,male,4.0,4.0,4.0,2.0,487.04730642825336,2.3342052449757914e-14
362,C3,S3,3,11,Christoer,1-2-3-4-5-6-7-8-9-10-1,0.3118351523717237,103.22000000000004,C3_S3,100.0,36,male,4.0,4.0,4.0,2.0,487.04730642825325,0.0
363,C3,S3,4,11,Christoer,1-2-3-4-5-6-7-8-9-10-1,0.0,108.06399999999984,C3_S3,100.0,36,male,4.0,4.0,4.0,2.0,487.04730642825325,0.0
364,C3,S3,5,11,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.1169381821393875,107.99800000000003,C3_S3,100.0,36,male,4.0,4.0,4.0,2.0,487.04730642825336,2.3342052449757914e-14
365,C3,S3,6,11,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.0248543116501414,97.29099999999994,C3_S3,100.0,36,male,4.0,4.0,4.0,2.0,487.04730642825336,2.3342052449757914e-14
366,C4,S1,1,3,Christoer,1-2-3-4-5-6-7-8-9-10-1,0.0,55.631000000000085,C4_S1,100.0,36,male,4.0,4.0,4.0,2.0,163.18914552003673,0.0
367,C4,S1,2,3,Christoer,1-10-9-7-8-6-5-4-3-2-1,3.971889170511476,54.36500000000001,C4_S1,80.0,36,male,4.0,4.0,4.0,2.0,169.9577492664097,4.147704631213912
368,C4,S1,3,3,Christoer,1-2-3-4-5-6-7-8-9-10-1,0.0521648086176592,42.95899999999983,C4_S1,100.0,36,male,4.0,4.0,4.0,2.0,163.18914552003673,0.0
369,C4,S1,4,3,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.8541910061186961,40.694999999999936,C4_S1,100.0,36,male,4.0,4.0,4.0,2.0,163.18914552003673,0.0
370,C4,S1,5,3,Christoer,1-2-3-4-8-5-6-7-9-10-1,8.565238807152337,51.40100000000007,C4_S1,70.0,36,male,4.0,4.0,4.0,2.0,176.73093698862579,8.298218257982338
371,C4,S1,6,3,Christoer,1-10-9-7-8-6-5-4-3-2-1,4.916486802241541,57.312999999999874,C4_S1,80.0,36,male,4.0,4.0,4.0,2.0,169.9577492664097,4.147704631213912
372,C4,S2,1,4,Christoer,1-2-3-4-5-6-7-8-9-10-1,2.712032517162911,120.03700000000003,C4_S2,100.0,36,male,4.0,4.0,4.0,2.0,326.40793991257743,0.0
373,C4,S2,2,4,Christoer,1-10-9-8-7-6-5-4-3-2-1,1.7432052542395204,85.01999999999998,C4_S2,100.0,36,male,4.0,4.0,4.0,2.0,326.4079399125775,1.741483950299509e-14
374,C4,S2,3,4,Christoer,1-2-3-4-5-6-7-8-9-10-1,2.4890385065392557,89.69799999999987,C4_S2,100.0,36,male,4.0,4.0,4.0,2.0,326.40793991257743,0.0
375,C4,S2,4,4,Christoer,1-2-3-4-5-6-7-8-9-10-1,5.3578161455317455,83.83799999999997,C4_S2,100.0,36,male,4.0,4.0,4.0,2.0,326.40793991257743,0.0
376,C4,S2,5,4,Christoer,1-10-9-8-7-6-5-4-3-2-1,1.1661310084323055,76.1110000000001,C4_S2,100.0,36,male,4.0,4.0,4.0,2.0,326.4079399125775,1.741483950299509e-14
377,C4,S2,6,4,Christoer,1-10-9-8-7-6-5-4-3-2-1,0.0,65.48800000000006,C4_S2,100.0,36,male,4.0,4.0,4.0,2.0,326.4079399125775,1.741483950299509e-14
378,C4,S3,1,2,Christoer,1-10-9-7-6-5-8-4-3-2-1,9.945803493504789,184.07620000000003,C4_S3,70.0,36,male,4.0,4.0,4.0,2.0,530.2858778932997,8.30922420808888
379,C4,S3,2,2,Christoer,1-2-3-4-5-8-7-9-10-6-1,68.06280284179334,191.96840000000003,C4_S3,60.0,36,male,4.0,4.0,4.0,2.0,731.791580389718,49.46613073857823
380,C4,S3,3,2,Christoer,1-2-3-4-5-6-7-8-9-10-1,1.917796526765796,141.13329999999996,C4_S3,100.0,36,male,4.0,4.0,4.0,2.0,489.6036157312779,0.0
381,C4,S3,4,2,Christoer,1-10-9-8-7-6-5-4-3-2-1,2.5366125229897545,132.125,C4_S3,100.0,36,male,4.0,4.0,4.0,2.0,489.6036157312779,0.0
382,C4,S3,5,2,Christoer,1-10-9-8-7-6-5-4-3-2-1,1.840045858282912,127.26260000000002,C4_S3,100.0,36,male,4.0,4.0,4.0,2.0,489.6036157312779,0.0
383,C4,S3,6,2,Christoer,1-2-3-4-5-6-7-8-9-10-1,0.2160320925881092,129.96000000000004,C4_S3,100.0,36,male,4.0,4.0,4.0,2.0,489.6036157312779,0.0
384,demo,session,1,0,Christoer,1-6-5-4-3-2-1,8.125739064171494,57.2625,demo_session,66.66666666666667,36,male,4.0,4.0,4.0,2.0,151.94837931338816,0.0
385,demo,session,2,0,Christoer,1-2-3-4-5-6-1,9.891666235637102,51.50129999999999,demo_session,66.66666666666667,36,male,4.0,4.0,4.0,2.0,151.94837931338816,0.0
386,demo,session,3,0,Christoer,1-2-3-4-5-6-1,6.662238716323338,30.20480000000001,demo_session,66.66666666666667,36,male,4.0,4.0,4.0,2.0,151.94837931338816,0.0
387,demo,session,4,0,Christoer,1-2-3-4-5-6-1,25.044880023057715,37.43129999999999,demo_session,66.66666666666667,36,male,4.0,4.0,4.0,2.0,151.94837931338816,0.0
388,demo,session,5,0,Christoer,1-6-5-4-3-2-1,24.71519981123297,43.0427,demo_session,66.66666666666667,36,male,4.0,4.0,4.0,2.0,151.94837931338816,0.0
389,demo,session,6,0,Christoer,1-2-3-4-5-6-1,8.384349302390307,33.3519,demo_session,66.66666666666667,36,male,4.0,4.0,4.0,2.0,151.94837931338816,0.0
390,C1,S1,1,3,Dania,1-2-3-4-5-6-7-8-9-10-1,1.2754424875992014,37.583900000000085,C1_S1,100.0,27,female,4.0,4.0,4.0,2.0,172.8367286977851,1.6444253281431282e-14
391,C1,S1,2,3,Dania,1-10-9-8-7-6-5-4-3-2-1,0.2849617209039315,32.57180000000005,C1_S1,100.0,27,female,4.0,4.0,4.0,2.0,172.83672869778508,0.0
392,C1,S1,3,3,Dania,1-10-9-8-7-6-5-4-3-2-1,0.9453017646765702,32.6549,C1_S1,100.0,27,female,4.0,4.0,4.0,2.0,172.83672869778508,0.0
393,C1,S1,4,3,Dania,1-2-3-4-5-6-7-8-9-10-1,0.3507671933643568,28.991499999999974,C1_S1,100.0,27,female,4.0,4.0,4.0,2.0,172.8367286977851,1.6444253281431282e-14
394,C1,S1,5,3,Dania,1-2-3-4-5-6-7-8-9-10-1,1.3953924449692106,32.4384,C1_S1,100.0,27,female,4.0,4.0,4.0,2.0,172.8367286977851,1.6444253281431282e-14
395,C1,S1,6,3,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,30.206999999999997,C1_S1,100.0,27,female,4.0,4.0,4.0,2.0,172.8367286977851,1.6444253281431282e-14
396,C1,S2,1,4,Dania,1-10-9-8-7-6-5-4-3-2-1,3.2164872823949184,62.82830000000001,C1_S2,100.0,27,female,4.0,4.0,4.0,2.0,345.67345739557015,0.0
397,C1,S2,2,4,Dania,1-2-3-4-5-6-7-8-9-10-1,0.7202799066823171,55.80100000000016,C1_S2,100.0,27,female,4.0,4.0,4.0,2.0,345.6734573955702,1.6444253281431282e-14
398,C1,S2,3,4,Dania,1-10-9-8-7-6-5-4-3-2-1,0.1328432571254443,57.26600000000008,C1_S2,100.0,27,female,4.0,4.0,4.0,2.0,345.67345739557015,0.0
399,C1,S2,4,4,Dania,1-2-3-4-5-6-7-8-9-10-1,0.5272587989462898,55.96800000000008,C1_S2,100.0,27,female,4.0,4.0,4.0,2.0,345.6734573955702,1.6444253281431282e-14
400,C1,S2,5,4,Dania,1-10-9-8-7-6-5-4-3-2-1,0.0551944176279049,64.1099999999999,C1_S2,100.0,27,female,4.0,4.0,4.0,2.0,345.67345739557015,0.0
401,C1,S2,6,4,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,55.317999999999984,C1_S2,100.0,27,female,4.0,4.0,4.0,2.0,345.6734573955702,1.6444253281431282e-14
402,C1,S3,1,2,Dania,1-2-3-4-5-6-7-8-9-10-1,0.9552095613800098,87.2406,C1_S3,100.0,27,female,4.0,4.0,4.0,2.0,518.5101860933553,0.0
403,C1,S3,2,2,Dania,1-10-9-8-7-6-5-4-3-2-1,0.0,88.22310000000004,C1_S3,100.0,27,female,4.0,4.0,4.0,2.0,518.5101860933553,0.0
404,C1,S3,3,2,Dania,1-2-3-4-5-6-7-8-9-10-1,0.6075282908104771,84.85930000000002,C1_S3,100.0,27,female,4.0,4.0,4.0,2.0,518.5101860933553,0.0
405,C1,S3,4,2,Dania,1-10-9-8-7-6-5-4-3-2-1,0.5034656907735308,88.73940000000005,C1_S3,100.0,27,female,4.0,4.0,4.0,2.0,518.5101860933553,0.0
406,C1,S3,5,2,Dania,1-2-3-4-5-6-7-8-9-10-1,0.1012385963928262,84.72619999999995,C1_S3,100.0,27,female,4.0,4.0,4.0,2.0,518.5101860933553,0.0
407,C1,S3,6,2,Dania,1-2-3-4-5-6-7-8-9-10-1,0.3301376314926781,88.80629999999996,C1_S3,100.0,27,female,4.0,4.0,4.0,2.0,518.5101860933553,0.0
408,C2,S1,1,5,Dania,1-10-9-8-7-6-5-4-3-2-1,1.863828341326305,39.33300000000008,C2_S1,100.0,27,female,4.0,4.0,4.0,2.0,174.48527981508278,0.35083630912524544
409,C2,S1,2,5,Dania,1-2-4-3-6-5-7-8-9-10-1,4.119724711850563,39.59899999999993,C2_S1,70.0,27,female,4.0,4.0,4.0,2.0,180.03835778534702,3.5445499507365543
410,C2,S1,3,5,Dania,1-2-3-6-4-5-7-8-9-10-1,4.841029737439014,62.66199999999981,C2_S1,70.0,27,female,4.0,4.0,4.0,2.0,180.77571423892223,3.9686220378067185
411,C2,S1,4,5,Dania,1-10-9-8-7-5-6-3-4-2-1,4.790657609618998,33.73799999999983,C2_S1,70.0,27,female,4.0,4.0,4.0,2.0,180.03835778534705,3.544549950736571
412,C2,S1,5,5,Dania,1-2-5-4-3-6-7-8-9-10-1,0.0,38.43299999999999,C2_S1,80.0,27,female,4.0,4.0,4.0,2.0,173.87526226247925,0.0
413,C2,S1,6,5,Dania,1-2-5-4-3-6-7-8-9-10-1,0.7965353513977637,40.981,C2_S1,80.0,27,female,4.0,4.0,4.0,2.0,173.87526226247925,0.0
414,C2,S2,1,7,Dania,1-10-9-8-7-6-5-4-3-2-1,0.0,73.51900000000023,C2_S2,100.0,27,female,4.0,4.0,4.0,2.0,348.980394967228,0.35346109171614915
415,C2,S2,2,7,Dania,1-10-9-8-7-5-2-4-6-3-1,9.335818440324834,73.05299999999988,C2_S2,40.0,27,female,4.0,4.0,4.0,2.0,379.3049128614971,9.07363669617485
416,C2,S2,3,7,Dania,1-10-9-8-7-6-3-4-5-2-1,0.7911278202027092,74.80199999999968,C2_S2,80.0,27,female,4.0,4.0,4.0,2.0,347.7512296743647,1.6346000821919843e-14
417,C2,S2,4,7,Dania,1-2-3-6-4-5-7-8-9-10-1,3.431534674344228,65.4090000000001,C2_S2,70.0,27,female,4.0,4.0,4.0,2.0,361.5384023570869,3.964665400502713
418,C2,S2,5,7,Dania,1-3-2-4-5-6-7-8-9-10-1,3.4184038018658707,66.27500000000009,C2_S2,80.0,27,female,4.0,4.0,4.0,2.0,360.3786826993764,3.631174226712618
419,C2,S2,6,7,Dania,1-2-5-4-3-6-7-8-9-10-1,0.3601279462938712,62.3119999999999,C2_S2,80.0,27,female,4.0,4.0,4.0,2.0,347.75122967436465,0.0
420,C2,S3,1,6,Dania,1-10-9-8-7-6-5-3-4-2-1,2.864440175008651,95.08299999999986,C2_S3,80.0,27,female,4.0,4.0,4.0,2.0,533.6548056639396,2.3029028992165452
421,C2,S3,2,6,Dania,1-2-3-4-5-6-7-8-9-10-1,0.9382861278997706,85.55899999999997,C2_S3,100.0,27,female,4.0,4.0,4.0,2.0,523.4700442506889,0.3504597714625273
422,C2,S3,3,6,Dania,1-2-5-4-3-6-7-8-9-10-1,0.0,83.2940000000001,C2_S3,80.0,27,female,4.0,4.0,4.0,2.0,521.64189924275,0.0
423,C2,S3,4,6,Dania,1-2-5-4-3-6-7-8-9-10-1,0.3654483316577421,84.34300000000007,C2_S3,80.0,27,female,4.0,4.0,4.0,2.0,521.64189924275,0.0
424,C2,S3,5,6,Dania,1-10-9-8-7-5-6-3-4-2-1,4.126360528411274,92.16899999999988,C2_S3,70.0,27,female,4.0,4.0,4.0,2.0,540.1210594506254,3.542499219234673
425,C2,S3,6,6,Dania,1-10-9-8-7-6-5-4-3-2-1,1.649029319533401,83.34400000000005,C2_S3,100.0,27,female,4.0,4.0,4.0,2.0,523.4700442506888,0.3504597714625055
426,C3,S1,1,13,Dania,1-10-9-8-7-6-5-4-3-2-1,0.2872001569977081,36.15099999999984,C3_S1,100.0,27,female,4.0,4.0,4.0,2.0,162.29329169471842,0.0
427,C3,S1,2,13,Dania,1-2-3-4-5-6-7-8-9-10-1,0.7051059483014437,27.07800000000043,C3_S1,100.0,27,female,4.0,4.0,4.0,2.0,162.29329169471842,0.0
428,C3,S1,3,13,Dania,1-10-9-8-6-7-5-4-3-2-1,3.1234117818738065,29.04199999999946,C3_S1,80.0,27,female,4.0,4.0,4.0,2.0,168.48027569921615,3.81222411591463
429,C3,S1,4,13,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,31.45600000000013,C3_S1,100.0,27,female,4.0,4.0,4.0,2.0,162.29329169471842,0.0
430,C3,S1,5,13,Dania,1-10-9-8-7-6-5-4-3-2-1,0.1719678557231084,29.6239999999998,C3_S1,100.0,27,female,4.0,4.0,4.0,2.0,162.29329169471842,0.0
431,C3,S1,6,13,Dania,1-10-9-8-7-6-5-4-3-2-1,7.733584429046584,34.23700000000008,C3_S1,100.0,27,female,4.0,4.0,4.0,2.0,162.29329169471842,0.0
432,C3,S2,1,12,Dania,1-10-9-8-7-6-5-4-3-2-1,1.2171151725185296,55.33500000000004,C3_S2,100.0,27,female,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
433,C3,S2,2,12,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,52.52099999999973,C3_S2,100.0,27,female,4.0,4.0,4.0,2.0,324.69632125767396,0.0
434,C3,S2,3,12,Dania,1-10-9-8-6-7-5-4-3-2-1,5.4869456539870045,54.93499999999949,C3_S2,80.0,27,female,4.0,4.0,4.0,2.0,337.08522054641577,3.8155342323420327
435,C3,S2,4,12,Dania,1-10-9-8-7-6-5-4-3-2-1,1.6291169052971683,60.03099999999995,C3_S2,100.0,27,female,4.0,4.0,4.0,2.0,324.696321257674,1.750664086387907e-14
436,C3,S2,5,12,Dania,1-2-3-4-5-6-7-8-9-10-1,1.2817209280324295,51.78800000000047,C3_S2,100.0,27,female,4.0,4.0,4.0,2.0,324.69632125767396,0.0
437,C3,S2,6,12,Dania,1-2-3-4-5-6-7-8-9-10-1,0.8697503155599071,55.35199999999986,C3_S2,100.0,27,female,4.0,4.0,4.0,2.0,324.69632125767396,0.0
438,C3,S3,1,11,Dania,1-10-9-8-6-7-5-4-3-2-1,3.206299304725737,90.82200000000012,C3_S3,80.0,27,female,4.0,4.0,4.0,2.0,505.62927303692754,3.8152282875650387
439,C3,S3,2,11,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,76.90000000000009,C3_S3,100.0,27,female,4.0,4.0,4.0,2.0,487.04730642825325,0.0
440,C3,S3,3,11,Dania,1-10-9-8-7-6-5-4-2-3-1,49.03044124259908,144.95699999999988,C3_S3,80.0,27,female,4.0,4.0,4.0,2.0,518.2599067923177,6.408535670376887
441,C3,S3,4,11,Dania,1-2-3-4-5-6-7-8-9-10-1,0.3972289551976269,92.36900000000014,C3_S3,100.0,27,female,4.0,4.0,4.0,2.0,487.04730642825325,0.0
442,C3,S3,5,11,Dania,1-2-3-4-5-6-7-8-9-10-1,0.2019514974464536,74.66799999999967,C3_S3,100.0,27,female,4.0,4.0,4.0,2.0,487.04730642825325,0.0
443,C3,S3,6,11,Dania,1-2-3-4-5-7-6-8-9-10-1,3.981414859337407,76.88500000000022,C3_S3,80.0,27,female,4.0,4.0,4.0,2.0,505.62927303692754,3.8152282875650387
444,C4,S1,1,8,Dania,1-10-9-8-7-6-5-4-3-2-1,2.6495617402370346,39.43200000000024,C4_S1,100.0,27,female,4.0,4.0,4.0,2.0,163.18914552003673,0.0
445,C4,S1,2,8,Dania,1-10-9-7-8-6-5-4-3-2-1,3.5502755673754147,34.4699999999998,C4_S1,80.0,27,female,4.0,4.0,4.0,2.0,169.9577492664097,4.147704631213912
446,C4,S1,3,8,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,34.78600000000006,C4_S1,100.0,27,female,4.0,4.0,4.0,2.0,163.18914552003673,0.0
447,C4,S1,4,8,Dania,1-2-3-4-5-6-7-8-9-10-1,1.5981574229830713,35.60199999999986,C4_S1,100.0,27,female,4.0,4.0,4.0,2.0,163.18914552003673,0.0
448,C4,S1,5,8,Dania,1-2-3-4-5-8-6-7-9-10-1,6.609616377446341,39.7819999999997,C4_S1,70.0,27,female,4.0,4.0,4.0,2.0,173.66749328546774,6.420983290303739
449,C4,S1,6,8,Dania,1-10-9-8-7-6-5-4-3-2-1,1.7143662712390766,37.50100000000021,C4_S1,100.0,27,female,4.0,4.0,4.0,2.0,163.18914552003673,0.0
450,C4,S2,1,9,Dania,1-10-9-8-7-6-5-4-3-2-1,0.0,69.15599999999995,C4_S2,100.0,27,female,4.0,4.0,4.0,2.0,326.4079399125775,1.741483950299509e-14
451,C4,S2,2,9,Dania,1-2-3-4-5-6-7-8-9-10-1,0.278993710613236,58.49900000000025,C4_S2,100.0,27,female,4.0,4.0,4.0,2.0,326.40793991257743,0.0
452,C4,S2,3,9,Dania,1-10-9-7-8-6-5-4-3-2-1,6.212155815331785,60.73099999999977,C4_S2,80.0,27,female,4.0,4.0,4.0,2.0,339.9584871743721,4.15141471908556
453,C4,S2,4,9,Dania,1-10-9-8-7-6-5-4-3-2-1,1.7176077523385669,50.92300000000023,C4_S2,100.0,27,female,4.0,4.0,4.0,2.0,326.4079399125775,1.741483950299509e-14
454,C4,S2,5,9,Dania,1-2-3-4-5-6-7-8-9-10-1,0.2031374139313902,55.434999999999945,C4_S2,100.0,27,female,4.0,4.0,4.0,2.0,326.40793991257743,0.0
455,C4,S2,6,9,Dania,1-10-9-7-6-8-5-4-3-2-1,9.96244988345063,64.67699999999968,C4_S2,70.0,27,female,4.0,4.0,4.0,2.0,347.39510902021493,6.42973608830059
456,C4,S3,1,10,Dania,1-10-9-8-7-6-5-4-3-2-1,1.6134187279880567,87.44100000000026,C4_S3,100.0,27,female,4.0,4.0,4.0,2.0,489.6036157312779,0.0
457,C4,S3,2,10,Dania,1-2-3-4-5-6-7-8-9-10-1,0.0,85.95899999999983,C4_S3,100.0,27,female,4.0,4.0,4.0,2.0,489.6036157312779,0.0
458,C4,S3,3,10,Dania,1-10-9-7-8-6-5-4-3-2-1,6.984250377347599,83.87699999999995,C4_S3,80.0,27,female,4.0,4.0,4.0,2.0,509.9410079226358,4.153848447581765
459,C4,S3,4,10,Dania,1-2-3-4-5-6-7-8-9-10-1,0.6288920414711153,80.19700000000012,C4_S3,100.0,27,female,4.0,4.0,4.0,2.0,489.6036157312779,0.0
460,C4,S3,5,10,Dania,1-2-3-4-5-8-6-7-9-10-1,7.221154559926106,81.91199999999981,C4_S3,70.0,27,female,4.0,4.0,4.0,2.0,521.0903951594726,6.431075755264926
461,C4,S3,6,10,Dania,1-2-3-4-5-6-7-8-9-10-1,1.8112066050263549,83.19500000000016,C4_S3,100.0,27,female,4.0,4.0,4.0,2.0,489.6036157312779,0.0
462,demo,session,1,0,Dania,1-2-3-4-5-6-1,4.90634546635251,74.56828,demo_session,66.66666666666667,27,female,4.0,4.0,4.0,2.0,151.94837931338816,0.0
463,demo,session,2,0,Dania,1-2-3-4-5-6-1,2.194584345084979,32.538470000000004,demo_session,66.66666666666667,27,female,4.0,4.0,4.0,2.0,151.94837931338816,0.0
464,demo,session,3,0,Dania,1-6-5-4-3-2-1,0.3360948986381482,33.50420000000001,demo_session,66.66666666666667,27,female,4.0,4.0,4.0,2.0,151.94837931338816,0.0
465,demo,session,4,0,Dania,1-2-3-4-5-6-1,1.2139019677652845,33.87049999999999,demo_session,66.66666666666667,27,female,4.0,4.0,4.0,2.0,151.94837931338816,0.0
466,demo,session,5,0,Dania,1-6-5-4-3-2-1,1.392116937822773,30.307000000000016,demo_session,66.66666666666667,27,female,4.0,4.0,4.0,2.0,151.94837931338816,0.0
467,demo,session,6,0,Dania,1-2-3-4-5-6-1,0.0,30.64000000000001,demo_session,66.66666666666667,27,female,4.0,4.0,4.0,2.0,151.94837931338816,0.0
468,C1,S1,1,3,Elina,1-2-3-4-5-6-7-8-9-10-1,3.640809201559089,45.83999999999992,C1_S1,100.0,23,female,0.0,5.0,2.0,2.0,172.8367286977851,1.6444253281431282e-14
469,C1,S1,2,3,Elina,1-2-3-4-5-6-7-8-9-10-1,3.3193644037399146,43.192999999999984,C1_S1,100.0,23,female,0.0,5.0,2.0,2.0,172.8367286977851,1.6444253281431282e-14
470,C1,S1,3,3,Elina,1-2-3-4-5-6-7-8-9-10-1,0.5282287955235666,71.58200000000011,C1_S1,100.0,23,female,0.0,5.0,2.0,2.0,172.8367286977851,1.6444253281431282e-14
471,C1,S1,4,3,Elina,1-10-9-8-7-6-5-4-3-2-1,0.7736913842989964,85.96900000000005,C1_S1,100.0,23,female,0.0,5.0,2.0,2.0,172.83672869778508,0.0
472,C1,S1,5,3,Elina,1-2-3-4-5-6-7-8-9-10-1,0.452186805040762,67.05300000000011,C1_S1,100.0,23,female,0.0,5.0,2.0,2.0,172.8367286977851,1.6444253281431282e-14
473,C1,S1,6,3,Elina,1-2-3-4-5-6-7-8-9-10-1,0.0,83.45499999999993,C1_S1,100.0,23,female,0.0,5.0,2.0,2.0,172.8367286977851,1.6444253281431282e-14
474,C1,S2,1,4,Elina,1-2-3-4-5-6-7-8-9-10-1,1.2650562743687117,86.269,C1_S2,100.0,23,female,0.0,5.0,2.0,2.0,345.6734573955702,1.6444253281431282e-14
475,C1,S2,2,4,Elina,1-10-9-8-7-6-5-4-3-2-1,0.6032504150616745,104.80099999999992,C1_S2,100.0,23,female,0.0,5.0,2.0,2.0,345.67345739557015,0.0
476,C1,S2,3,4,Elina,1-10-9-8-7-6-5-4-3-2-1,0.1713746184489538,103.0859999999998,C1_S2,100.0,23,female,0.0,5.0,2.0,2.0,345.67345739557015,0.0
477,C1,S2,4,4,Elina,1-10-9-8-7-6-5-4-3-2-1,0.2774622681886335,141.91499999999996,C1_S2,100.0,23,female,0.0,5.0,2.0,2.0,345.67345739557015,0.0
478,C1,S2,5,4,Elina,1-2-3-4-5-6-7-8-9-10-1,0.0,154.5699999999997,C1_S2,100.0,23,female,0.0,5.0,2.0,2.0,345.6734573955702,1.6444253281431282e-14
479,C1,S2,6,4,Elina,1-10-9-8-7-6-5-4-3-2-1,0.4026862604000503,111.12800000000016,C1_S2,100.0,23,female,0.0,5.0,2.0,2.0,345.67345739557015,0.0
480,C1,S3,1,2,Elina,1-3-4-5-6-7-8-9-10-2-1,21.782022322447464,178.46450000000004,C1_S3,80.0,23,female,0.0,5.0,2.0,2.0,619.7760034627906,19.530150050167563
481,C1,S3,2,2,Elina,1-2-3-4-5-6-7-8-9-10-1,0.9715824024233964,144.913,C1_S3,100.0,23,female,0.0,5.0,2.0,2.0,518.5101860933553,0.0
482,C1,S3,3,2,Elina,1-2-3-4-5-6-7-8-9-10-1,1.2568035491601708,142.18230000000003,C1_S3,100.0,23,female,0.0,5.0,2.0,2.0,518.5101860933553,0.0
483,C1,S3,4,2,Elina,1-2-3-4-5-6-7-8-9-10-1,0.2954401653192857,135.18840000000012,C1_S3,100.0,23,female,0.0,5.0,2.0,2.0,518.5101860933553,0.0
484,C1,S3,5,2,Elina,1-2-3-4-5-6-7-8-9-10-1,0.0,138.9179999999999,C1_S3,100.0,23,female,0.0,5.0,2.0,2.0,518.5101860933553,0.0
485,C1,S3,6,2,Elina,1-2-3-4-5-6-7-8-9-10-1,0.763711663894729,111.07799999999996,C1_S3,100.0,23,female,0.0,5.0,2.0,2.0,518.5101860933553,0.0
486,C2,S1,1,5,Elina,1-2-5-4-3-6-7-8-9-10-1,0.4905840399339877,88.01700000000028,C2_S1,80.0,23,female,0.0,5.0,2.0,2.0,173.87526226247925,0.0
487,C2,S1,2,5,Elina,1-2-4-5-3-6-7-8-9-10-1,0.950582736096621,66.88600000000042,C2_S1,70.0,23,female,0.0,5.0,2.0,2.0,174.08114162769206,0.1184063578302569
488,C2,S1,3,5,Elina,1-2-3-4-5-6-7-8-9-10-1,1.3271114701741134,60.409000000000106,C2_S1,100.0,23,female,0.0,5.0,2.0,2.0,174.48527981508272,0.3508363091252128
489,C2,S1,4,5,Elina,1-2-5-4-3-6-7-8-9-10-1,0.9630727669195792,98.19000000000004,C2_S1,80.0,23,female,0.0,5.0,2.0,2.0,173.87526226247925,0.0
490,C2,S1,5,5,Elina,1-10-9-8-7-6-5-4-3-2-1,1.051538741333896,83.03800000000001,C2_S1,100.0,23,female,0.0,5.0,2.0,2.0,174.48527981508278,0.35083630912524544
491,C2,S1,6,5,Elina,1-2-5-4-3-6-7-8-9-10-1,0.0,90.63100000000033,C2_S1,80.0,23,female,0.0,5.0,2.0,2.0,173.87526226247925,0.0
492,C2,S2,1,7,Elina,1-2-5-4-3-6-7-8-9-10-1,0.7763499198999431,114.7249,C2_S2,80.0,23,female,0.0,5.0,2.0,2.0,347.75122967436465,0.0
493,C2,S2,2,7,Elina,1-2-3-4-5-6-7-8-9-10-1,0.0,101.15439999999998,C2_S2,100.0,23,female,0.0,5.0,2.0,2.0,348.98039496722794,0.35346109171613277
494,C2,S2,3,7,Elina,1-10-9-8-7-6-5-4-3-2-1,0.3845273625694214,113.25960000000003,C2_S2,100.0,23,female,0.0,5.0,2.0,2.0,348.980394967228,0.35346109171614915
495,C2,S2,4,7,Elina,1-2-5-4-3-6-7-8-9-10-1,0.937373694586671,135.35539999999995,C2_S2,80.0,23,female,0.0,5.0,2.0,2.0,347.75122967436465,0.0
496,C2,S2,5,7,Elina,1-2-5-4-3-6-7-8-9-10-1,0.1494926603869291,100.18859999999997,C2_S2,80.0,23,female,0.0,5.0,2.0,2.0,347.75122967436465,0.0
