,ppid,cond,scale,trial_num,experiment,session_num,block_num,trial_num_in_block,start_time,end_time,session_name,n_rounds,fatigue_factor,time_taken,visit_order,player_movement_location_0,distance_travelled_in_units,visit_nb,Node_name,X,Y,Z,lenght_sequence,th_seq_lenght,opt_found,error_seq,visits,experiment_new,opt_found_traj,error_traj,TSP_correct,mouse,difficulty,self_assessment,best_estimated_scale,daily_optimisation,most_strat,Age,Gender,gaming_habits,navigation_rating,GPS_uage
0,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,0,Node_1,0.0,0.2,0.0,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
1,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,1,Node_2,-11.74522,1.25,6.177171,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
2,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,2,Node_3,-16.62279,1.25,13.31091,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
3,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,3,Node_4,-16.63581,1.25,22.74882,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
4,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,4,Node_5,-5.919456,1.25,30.5144,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
5,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,5,Node_6,-2.276126,1.25,39.77396,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
6,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,6,Node_7,7.013781,1.25,38.7896,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
7,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,7,Node_8,4.088175,1.25,28.90586,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
8,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,8,Node_9,14.22126,1.25,21.6117,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
9,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,9,Node_10,13.60032,1.25,8.379079,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
10,Aigle,C1,S1,1,a_expA,4,1,1,770.3265,802.8318,C1_S1,3,0.09,00:00:32.5060000,Node_1| 'X':0|'Y':0.2|'Z':0-->Node_2| 'X':-11.74522|'Y':1.25|'Z':6.177171-->Node_3| 'X':-16.62279|'Y':1.25|'Z':13.31091-->Node_4| 'X':-16.63581|'Y':1.25|'Z':22.74882-->Node_5| 'X':-5.919456|'Y':1.25|'Z':30.5144-->Node_6| 'X':-2.276126|'Y':1.25|'Z':39.77396-->Node_7| 'X':7.013781|'Y':1.25|'Z':38.7896-->Node_8| 'X':4.088175|'Y':1.25|'Z':28.90586-->Node_9| 'X':14.22126|'Y':1.25|'Z':21.6117-->Node_10| 'X':13.60032|'Y':1.25|'Z':8.379079-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T001.csv,123.3131,10,hive,-0.5,0.0,0.05,116.0,121.0,114.0,1.75,1-2-3-4-5-6-7-8-9-10-1,a,113.0,7.96,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
11,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,0,Node_1,-7.589078e-11,1.25,-2.328307e-09,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
12,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,1,Node_2,-11.83778,1.25,5.810356,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
13,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,2,Node_3,-17.33074,1.25,13.03811,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
14,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,3,Node_4,-16.7752,1.25,22.70573,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
15,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,4,Node_5,-5.893066,1.25,30.50022,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
16,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,5,Node_6,-2.392053,1.25,39.84222,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
17,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,6,Node_7,7.214262,1.25,39.18256,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
18,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,7,Node_8,3.778513,1.25,29.20191,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
19,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,8,Node_9,14.58046,1.25,21.86466,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
20,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,9,Node_10,13.64246,1.25,8.350114,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
21,Aigle,C1,S1,2,a_expA,4,1,2,804.8485,834.4536,C1_S1,3,0.09,00:00:29.6050000,Node_1| 'X':-7.589078E-11|'Y':1.25|'Z':-2.328307E-09-->Node_2| 'X':-11.83778|'Y':1.25|'Z':5.810356-->Node_3| 'X':-17.33074|'Y':1.25|'Z':13.03811-->Node_4| 'X':-16.7752|'Y':1.25|'Z':22.70573-->Node_5| 'X':-5.893066|'Y':1.25|'Z':30.50022-->Node_6| 'X':-2.392053|'Y':1.25|'Z':39.84222-->Node_7| 'X':7.214262|'Y':1.25|'Z':39.18256-->Node_8| 'X':3.778513|'Y':1.25|'Z':29.20191-->Node_9| 'X':14.58046|'Y':1.25|'Z':21.86466-->Node_10| 'X':13.64246|'Y':1.25|'Z':8.350114-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T002.csv,127.7017,10,hive,-0.5,0.0,0.05,118.0,121.0,114.0,3.51,1-2-3-4-5-6-7-8-9-10-1,a,113.0,12.39,1,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
22,Aigle,C1,S1,3,a_expA,4,1,3,836.4708,884.0786,C1_S1,3,0.09,00:00:47.6070000,Node_1| 'X':-3.820818E-11|'Y':1.25|'Z':1.772313E-38-->Node_2| 'X':-11.79272|'Y':1.25|'Z':5.991035-->Node_3| 'X':-16.7|'Y':1.25|'Z':13.37148-->Node_4| 'X':-16.91997|'Y':1.25|'Z':22.70809-->Node_5| 'X':-5.936502|'Y':1.25|'Z':30.40927-->Node_8| 'X':2.748813|'Y':1.25|'Z':29.07249-->Node_6| 'X':-1.649908|'Y':1.25|'Z':39.73625-->Node_7| 'X':7.032507|'Y':1.25|'Z':38.81-->Node_9| 'X':14.78918|'Y':1.25|'Z':21.94881-->Node_10| 'X':13.5533|'Y':1.25|'Z':8.463584-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T003.csv,126.4944,0,Node_1,-3.820818e-11,1.25,1.772313e-38,122.0,121.0,114.0,7.02,1-2-3-4-5-8-6-7-9-10-1,a,113.0,11.5,0,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
23,Aigle,C1,S1,3,a_expA,4,1,3,836.4708,884.0786,C1_S1,3,0.09,00:00:47.6070000,Node_1| 'X':-3.820818E-11|'Y':1.25|'Z':1.772313E-38-->Node_2| 'X':-11.79272|'Y':1.25|'Z':5.991035-->Node_3| 'X':-16.7|'Y':1.25|'Z':13.37148-->Node_4| 'X':-16.91997|'Y':1.25|'Z':22.70809-->Node_5| 'X':-5.936502|'Y':1.25|'Z':30.40927-->Node_8| 'X':2.748813|'Y':1.25|'Z':29.07249-->Node_6| 'X':-1.649908|'Y':1.25|'Z':39.73625-->Node_7| 'X':7.032507|'Y':1.25|'Z':38.81-->Node_9| 'X':14.78918|'Y':1.25|'Z':21.94881-->Node_10| 'X':13.5533|'Y':1.25|'Z':8.463584-->hive| 'X':-0.5|'Y':0|'Z':0.05,a_expA/Aigle/S004/trackers/player_movement_T003.csv,126.4944,1,Node_2,-11.79272,1.25,5.991035,122.0,121.0,114.0,7.02,1-2-3-4-5-8-6-7-9-10-1,a,113.0,11.5,0,oui,3.0,3.0,small,4.0,"A,G,C",26.0,female,4.0,2.0,4.0
